loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,applicant_age
4438,5,Not Graduate,Yes,24000000.0,105350000.0,20,569,19400000,11400000,35800000,11900000,Approved,45
4439,0,Graduate,Yes,23750000.0,102200000.0,20,457,13000000,7500000,32800000,13600000,Approved,52
4440,1,Graduate,No,9750000.0,58450000.0,20,546,3400000,7600000,12100000,2700000,Approved,55
4441,5,Not Graduate,No,16000000.0,32550000.0,20,627,3900000,800000,20500000,6100000,Approved,58
4442,0,Graduate,No,15500000.0,49700000.0,20,339,5900000,2600000,19300000,5500000,Rejected,44
4443,3,Not Graduate,Yes,10250000.0,35700000.0,20,345,3700000,4700000,12300000,3600000,Rejected,62
4444,2,Graduate,No,16000000.0,80500000.0,20,626,1500000,3000000,16800000,9400000,Approved,69
4445,3,Graduate,No,18750000.0,74550000.0,20,455,14900000,2600000,23400000,5400000,Approved,56
4446,5,Not Graduate,Yes,10250000.0,31850000.0,20,572,1600000,3300000,14000000,2400000,Approved,53
4447,1,Not Graduate,Yes,12500000.0,57750000.0,20,300,1400000,8200000,17900000,1800000,Rejected,57
4448,0,Graduate,Yes,15500000.0,77700000.0,20,677,4600000,2800000,20700000,3900000,Approved,50
4449,2,Graduate,Yes,3500000.0,4200000.0,20,585,8000000,300000,1600000,3300000,Approved,50
4450,4,Not Graduate,No,19000000.0,74200000.0,20,609,6800000,4300000,16000000,6900000,Approved,68
4451,0,Graduate,No,7500000.0,22050000.0,20,708,2200000,2800000,5700000,3300000,Approved,45
4452,1,Graduate,Yes,9500000.0,44100000.0,20,557,4900000,7500000,19400000,2700000,Approved,55
4453,3,Graduate,Yes,2500000.0,16450000.0,20,575,1200000,1100000,4000000,3400000,Approved,48
4454,5,Graduate,No,3000000.0,11550000.0,20,680,2000000,1100000,3700000,1800000,Approved,52
4455,4,Not Graduate,No,15750000.0,51450000.0,20,658,1000000,0,20700000,5400000,Approved,53
4456,5,Graduate,No,3500000.0,9450000.0,20,377,6400000,1400000,3200000,700000,Rejected,54
4457,0,Graduate,No,19750000.0,76650000.0,20,453,3300000,10200000,24800000,5700000,Approved,65
4458,1,Graduate,Yes,12000000.0,66850000.0,20,560,1900000,1600000,17300000,4100000,Approved,55
4459,1,Not Graduate,Yes,22000000.0,104650000.0,20,628,9400000,600000,21400000,7400000,Approved,47
4460,5,Graduate,No,3250000.0,20300000.0,20,300,200000,2500000,7600000,2400000,Rejected,57
4461,0,Not Graduate,Yes,9750000.0,46900000.0,20,471,8800000,13800000,12300000,5800000,Approved,62
4462,5,Graduate,Yes,12750000.0,50400000.0,20,300,6300000,3800000,15300000,4500000,Rejected,43
4463,2,Graduate,Yes,7750000.0,24150000.0,20,388,8400000,400000,8600000,1000000,Rejected,46
4464,4,Not Graduate,No,14250000.0,54600000.0,20,380,2600000,400000,18700000,6000000,Rejected,52
4465,5,Graduate,Yes,4500000.0,29400000.0,20,666,0,8500000,11800000,1100000,Approved,60
4466,1,Not Graduate,Yes,7500000.0,18550000.0,20,338,2800000,7800000,10200000,1100000,Rejected,64
4467,4,Graduate,Yes,10000000.0,29750000.0,20,390,8400000,6300000,12100000,4700000,Rejected,50
4468,3,Not Graduate,Yes,23750000.0,105000000.0,20,300,21000000,6800000,32300000,11600000,Rejected,40
4469,1,Graduate,No,5500000.0,5600000.0,20,658,1400000,1300000,5400000,2500000,Approved,44
4470,2,Graduate,Yes,1500000.0,16100000.0,20,715,3600000,300000,2900000,300000,Approved,54
4471,2,Not Graduate,No,10250000.0,34300000.0,20,300,2600000,1800000,7300000,3700000,Rejected,47
4472,3,Graduate,Yes,5000000.0,22400000.0,20,550,800000,5200000,2200000,4700000,Approved,64
4473,4,Graduate,Yes,16750000.0,50400000.0,20,503,18300000,3900000,13700000,6100000,Approved,66
4474,1,Graduate,Yes,22750000.0,92050000.0,20,439,14100000,7300000,32100000,13600000,Approved,69
4475,5,Graduate,Yes,19000000.0,68950000.0,20,332,23000000,6800000,25700000,8500000,Rejected,59
4476,3,Graduate,Yes,7250000.0,74550000.0,20,575,7600000,9100000,11400000,3600000,Approved,50
4477,2,Graduate,No,19000000.0,74200000.0,20,365,7600000,7300000,15300000,7200000,Rejected,47
4478,2,Not Graduate,Yes,22000000.0,95550000.0,20,610,3300000,9200000,21100000,8500000,Approved,56
4479,0,Graduate,Yes,6750000.0,23450000.0,20,611,900000,7900000,5700000,2300000,Approved,42
4480,2,Not Graduate,Yes,18000000.0,99050000.0,20,300,5500000,5700000,28300000,6700000,Rejected,47
4481,2,Graduate,Yes,20250000.0,83650000.0,20,430,11400000,1600000,22200000,10900000,Approved,68
4482,2,Graduate,Yes,24000000.0,123550000.0,20,578,16900000,7100000,31100000,8200000,Approved,44
4483,4,Not Graduate,Yes,21500000.0,90300000.0,20,678,10400000,12700000,18100000,9700000,Approved,68
4484,3,Graduate,No,23000000.0,82600000.0,20,311,13100000,10900000,32000000,8200000,Rejected,59
4485,0,Not Graduate,Yes,13250000.0,66150000.0,20,542,3200000,7800000,12100000,5400000,Approved,69
4486,2,Graduate,No,18500000.0,59150000.0,20,359,14400000,2800000,23300000,10300000,Rejected,60
4487,4,Not Graduate,Yes,4250000.0,17150000.0,20,576,300000,1700000,5100000,1100000,Approved,46
4488,1,Not Graduate,No,10750000.0,45500000.0,20,519,7800000,1600000,7800000,4700000,Approved,41
4489,5,Not Graduate,Yes,24500000.0,115850000.0,20,585,8500000,13000000,30800000,11600000,Approved,68
4490,3,Not Graduate,Yes,3750000.0,36400000.0,20,693,8700000,1000000,8000000,500000,Approved,59
4491,5,Not Graduate,Yes,21750000.0,63350000.0,20,303,11700000,5700000,30500000,5400000,Rejected,69
4492,3,Not Graduate,No,22750000.0,100450000.0,20,687,8500000,7500000,23200000,8100000,Approved,64
4493,0,Graduate,No,17500000.0,31850000.0,20,640,19400000,9600000,26400000,8900000,Approved,58
4494,4,Graduate,No,17750000.0,64050000.0,20,300,1600000,6800000,17300000,8800000,Rejected,64
4495,3,Not Graduate,No,11000000.0,81200000.0,20,458,5200000,3600000,11500000,4400000,Approved,43
4496,5,Not Graduate,No,20750000.0,100800000.0,20,300,12000000,5900000,29300000,8100000,Rejected,49
4497,3,Not Graduate,No,4500000.0,10150000.0,20,300,11100000,600000,8900000,3800000,Rejected,46
4498,4,Not Graduate,No,11000000.0,53900000.0,20,363,2300000,5900000,14800000,4800000,Rejected,46
4499,4,Not Graduate,Yes,12750000.0,70000000.0,20,624,1900000,5100000,20900000,6200000,Approved,40
4500,2,Not Graduate,Yes,21750000.0,96950000.0,20,300,11200000,4000000,25200000,8000000,Rejected,42
4501,3,Graduate,No,21000000.0,70000000.0,20,394,14200000,3900000,23800000,9200000,Rejected,56
4502,3,Graduate,No,4500000.0,15050000.0,20,513,3300000,700000,8200000,1300000,Approved,68
4503,0,Graduate,No,20750000.0,93450000.0,20,595,6400000,16500000,20400000,7200000,Approved,50
4504,2,Not Graduate,Yes,1250000.0,3500000.0,20,309,600000,0,2000000,500000,Rejected,42
4505,2,Not Graduate,Yes,2250000.0,5250000.0,20,618,1300000,3400000,3100000,2800000,Approved,47
4506,0,Graduate,No,7500000.0,20650000.0,20,513,5200000,100000,9600000,400000,Approved,65
4507,2,Not Graduate,No,4500000.0,20300000.0,20,300,600000,2000000,3700000,900000,Rejected,48
4508,5,Not Graduate,Yes,11000000.0,38500000.0,20,540,5000000,5800000,9500000,5500000,Approved,42
4509,5,Graduate,Yes,8500000.0,30450000.0,20,448,1700000,6400000,10900000,1800000,Approved,58
4510,0,Graduate,No,16000000.0,66850000.0,20,471,4200000,8900000,18800000,2700000,Approved,45
4511,4,Graduate,No,5000000.0,19950000.0,20,598,2400000,200000,5500000,900000,Approved,41
4512,5,Graduate,No,6500000.0,31500000.0,20,417,5200000,0,7700000,1000000,Approved,42
4513,0,Graduate,No,4750000.0,22400000.0,20,643,7300000,800000,5100000,1400000,Approved,69
4514,3,Graduate,No,22000000.0,95200000.0,20,700,3700000,8800000,25000000,5100000,Approved,56
4515,0,Not Graduate,Yes,23000000.0,94850000.0,20,300,8000000,3500000,28200000,12800000,Rejected,40
4516,4,Not Graduate,Yes,16500000.0,52150000.0,20,309,11800000,2600000,14900000,7300000,Rejected,48
4517,4,Graduate,No,6500000.0,22050000.0,20,491,2000000,6000000,8600000,4200000,Approved,60
4518,4,Graduate,No,9500000.0,28700000.0,20,300,16000000,5600000,14400000,7600000,Rejected,53
4519,2,Not Graduate,Yes,3750000.0,22050000.0,20,702,6600000,1100000,8700000,1400000,Approved,45
4520,1,Not Graduate,Yes,9500000.0,42700000.0,20,521,10900000,8700000,18600000,3100000,Approved,40
4521,2,Graduate,Yes,24750000.0,131950000.0,20,519,15300000,16200000,37900000,13200000,Approved,43
4522,0,Not Graduate,No,1250000.0,10500000.0,20,650,6900000,600000,2100000,1400000,Approved,66
4523,1,Not Graduate,Yes,750000.0,5950000.0,20,692,1400000,2700000,1400000,200000,Approved,40
4524,3,Graduate,Yes,11750000.0,42000000.0,20,556,4100000,7900000,14700000,5900000,Approved,61
4525,0,Graduate,No,8750000.0,65800000.0,20,436,5700000,4000000,11800000,5400000,Approved,67
4526,1,Not Graduate,No,8250000.0,50050000.0,20,621,1400000,700000,10300000,1600000,Approved,60
4527,1,Graduate,No,15750000.0,46900000.0,20,401,6400000,4100000,19900000,3300000,Approved,57
4528,5,Graduate,No,2250000.0,18900000.0,20,300,2100000,4400000,2300000,2900000,Rejected,52
4529,4,Not Graduate,No,22500000.0,114100000.0,20,541,7700000,8300000,27900000,10200000,Approved,60
4530,4,Not Graduate,Yes,2500000.0,4900000.0,20,463,1300000,400000,4600000,1400000,Approved,61
4531,1,Graduate,Yes,3250000.0,3850000.0,20,413,900000,100000,2400000,900000,Approved,40
4532,5,Graduate,No,18000000.0,47250000.0,20,522,1600000,7000000,20200000,6000000,Approved,67
4533,1,Graduate,Yes,3250000.0,8400000.0,20,359,500000,500000,2300000,1500000,Rejected,45
4534,5,Graduate,No,16000000.0,36050000.0,20,300,9000000,5000000,16700000,1100000,Rejected,41
4535,4,Not Graduate,No,8250000.0,17500000.0,20,679,10500000,900000,13200000,3800000,Approved,49
4536,0,Graduate,Yes,7250000.0,27300000.0,20,402,600000,1100000,9100000,1500000,Approved,42
4537,4,Not Graduate,Yes,12750000.0,48300000.0,20,300,19800000,6200000,10100000,2800000,Rejected,57
4538,0,Graduate,Yes,23000000.0,87150000.0,20,735,13600000,11600000,29200000,10800000,Approved,53
4539,3,Not Graduate,No,14000000.0,35700000.0,20,603,8700000,4000000,26800000,5400000,Approved,45
4540,0,Not Graduate,Yes,9000000.0,36050000.0,20,336,3200000,10000000,13500000,1900000,Rejected,59
4541,1,Graduate,No,5000000.0,24850000.0,20,585,4200000,300000,8100000,800000,Approved,44
4542,4,Not Graduate,Yes,11500000.0,43050000.0,20,300,2300000,2800000,6700000,5600000,Rejected,49
4543,0,Not Graduate,No,9750000.0,23800000.0,20,640,1800000,0,12200000,3600000,Approved,67
4544,1,Not Graduate,Yes,500000.0,1050000.0,20,537,0,0,400000,100000,Approved,46
4545,5,Not Graduate,No,7250000.0,50750000.0,20,413,4500000,2200000,11900000,7300000,Approved,49
4546,3,Not Graduate,Yes,13500000.0,86800000.0,20,585,2300000,8800000,14100000,2400000,Approved,56
4547,4,Not Graduate,No,4250000.0,14700000.0,20,393,100000,4300000,5300000,700000,Rejected,40
4548,4,Graduate,Yes,20500000.0,81900000.0,20,704,4100000,4100000,22300000,5400000,Approved,55
4549,4,Graduate,Yes,17500000.0,47950000.0,20,300,9700000,13400000,22000000,6100000,Rejected,62
4550,5,Graduate,Yes,17500000.0,78050000.0,20,424,6300000,3400000,20000000,6700000,Approved,58
4551,3,Graduate,Yes,6000000.0,23100000.0,20,665,600000,1900000,7700000,1200000,Approved,63
4552,2,Not Graduate,No,16500000.0,72800000.0,20,398,10800000,10800000,17900000,4600000,Rejected,55
4553,4,Graduate,No,13750000.0,57400000.0,20,430,2200000,1200000,18800000,4000000,Approved,64
4554,3,Graduate,Yes,17500000.0,51450000.0,20,358,11000000,3600000,18400000,4600000,Rejected,40
4555,3,Graduate,Yes,13000000.0,46550000.0,20,403,2000000,11100000,16000000,6100000,Approved,42
4556,3,Not Graduate,Yes,20750000.0,102550000.0,20,505,25500000,14000000,23000000,11000000,Approved,66
4557,1,Graduate,Yes,3500000.0,16450000.0,20,661,100000,4600000,2100000,1100000,Approved,67
4558,3,Graduate,No,17000000.0,70000000.0,20,737,10000000,2700000,20700000,5500000,Approved,54
4559,5,Graduate,No,2750000.0,12250000.0,20,300,900000,600000,4200000,2400000,Rejected,45
4560,3,Not Graduate,No,20000000.0,72450000.0,20,678,6000000,12600000,23600000,9200000,Approved,53
4561,4,Graduate,Yes,17500000.0,82950000.0,20,355,4500000,300000,20200000,12100000,Rejected,68
4562,0,Graduate,Yes,7250000.0,27650000.0,20,361,8400000,700000,5800000,2000000,Rejected,46
4563,2,Graduate,No,17250000.0,57400000.0,20,429,11100000,6500000,19600000,8100000,Approved,62
4564,5,Not Graduate,Yes,16250000.0,71400000.0,20,738,23300000,15200000,14900000,6100000,Approved,46
4565,4,Not Graduate,Yes,20500000.0,94500000.0,20,363,11800000,800000,28100000,6700000,Rejected,43
4566,3,Not Graduate,No,7750000.0,24150000.0,20,469,200000,6100000,8800000,1600000,Approved,42
4567,4,Graduate,No,14250000.0,75600000.0,20,300,5300000,4000000,21400000,3200000,Rejected,42
4568,0,Not Graduate,No,17750000.0,56000000.0,20,637,8300000,2900000,20300000,6500000,Approved,48
4569,3,Not Graduate,No,21250000.0,70350000.0,20,300,9400000,9800000,21500000,9000000,Rejected,57
4570,5,Not Graduate,Yes,9250000.0,31850000.0,20,566,16000000,3000000,13000000,4900000,Approved,53
4571,0,Graduate,No,13000000.0,50750000.0,20,399,7500000,10100000,20700000,2400000,Rejected,46
4572,5,Not Graduate,Yes,18250000.0,40250000.0,20,592,5600000,2700000,21200000,5100000,Approved,54
4573,1,Graduate,No,9750000.0,47250000.0,20,319,8600000,1100000,20900000,4900000,Rejected,67
4574,0,Not Graduate,No,20250000.0,72450000.0,20,300,10600000,2600000,30500000,7600000,Rejected,46
4575,3,Graduate,Yes,10500000.0,41300000.0,20,618,3900000,600000,17700000,1100000,Approved,49
4576,5,Not Graduate,Yes,15000000.0,43400000.0,20,300,2100000,9100000,22900000,5400000,Rejected,61
4577,4,Graduate,Yes,15250000.0,68250000.0,20,605,9700000,4000000,19400000,6800000,Approved,43
4578,2,Not Graduate,Yes,9250000.0,42350000.0,20,354,6500000,5700000,18900000,6700000,Rejected,54
4579,0,Not Graduate,Yes,14000000.0,61250000.0,20,577,12400000,8500000,20200000,3600000,Approved,66
4580,1,Graduate,Yes,14000000.0,40950000.0,20,432,800000,11300000,19500000,6000000,Approved,53
4581,4,Not Graduate,Yes,6000000.0,14000000.0,20,372,300000,5900000,5400000,2700000,Rejected,69
4582,2,Graduate,Yes,10250000.0,40250000.0,20,323,4200000,6200000,9200000,4500000,Rejected,43
4583,2,Not Graduate,No,14500000.0,74900000.0,20,329,9300000,2400000,11600000,7100000,Rejected,63
4584,2,Graduate,Yes,18000000.0,68600000.0,20,300,5800000,5500000,20000000,5500000,Rejected,57
4585,4,Graduate,No,10000000.0,15750000.0,20,681,3100000,900000,8600000,2600000,Approved,45
4586,4,Graduate,No,12750000.0,39900000.0,20,498,5200000,5200000,11900000,2300000,Approved,57
4587,3,Not Graduate,No,16500000.0,62650000.0,20,300,22300000,3400000,15100000,5700000,Rejected,48
4588,3,Graduate,No,17500000.0,72100000.0,20,407,6100000,2200000,22400000,4900000,Approved,68
4589,4,Graduate,Yes,8250000.0,42000000.0,20,300,5900000,5700000,15300000,1500000,Rejected,51
4590,3,Not Graduate,No,17750000.0,51450000.0,20,593,12700000,8700000,19600000,1900000,Approved,40
4591,2,Graduate,Yes,21500000.0,104650000.0,20,563,10500000,1700000,22900000,7000000,Approved,46
4592,4,Not Graduate,No,1500000.0,2800000.0,20,658,1000000,100000,3800000,2300000,Approved,42
4593,4,Graduate,Yes,9750000.0,40600000.0,20,319,4200000,1600000,14800000,4600000,Rejected,59
4594,2,Not Graduate,No,19750000.0,84000000.0,20,463,13700000,7900000,21400000,6300000,Approved,69
4595,2,Graduate,No,13500000.0,58100000.0,20,433,2600000,3600000,20500000,9600000,Approved,40
4596,3,Graduate,No,1000000.0,4200000.0,20,737,400000,500000,1900000,200000,Approved,52
4597,4,Graduate,Yes,1250000.0,8050000.0,20,357,100000,0,1900000,800000,Rejected,65
4598,1,Graduate,Yes,6500000.0,65100000.0,20,687,2300000,4700000,10200000,3200000,Approved,63
4599,1,Not Graduate,Yes,5250000.0,11900000.0,20,645,13300000,6600000,1900000,2800000,Approved,51
4600,5,Graduate,No,7000000.0,38850000.0,20,704,2600000,7200000,6000000,3800000,Approved,43
4601,5,Not Graduate,No,15750000.0,61250000.0,20,300,7700000,4600000,14100000,4100000,Rejected,64
4602,1,Graduate,Yes,14250000.0,47600000.0,20,300,3600000,6000000,17400000,7200000,Rejected,54
4603,3,Not Graduate,Yes,3500000.0,23450000.0,20,745,1700000,2100000,6700000,1500000,Approved,53
4604,0,Not Graduate,Yes,4750000.0,28350000.0,20,641,5400000,7200000,3700000,2200000,Approved,48
4605,5,Graduate,Yes,13250000.0,51800000.0,20,572,1400000,5300000,17700000,4300000,Approved,65
4606,4,Graduate,Yes,16250000.0,68250000.0,20,300,700000,5600000,19900000,9800000,Rejected,44
4607,2,Graduate,No,10500000.0,31850000.0,20,300,17200000,11500000,10400000,8400000,Rejected,53
4608,0,Graduate,Yes,5500000.0,4900000.0,20,300,5800000,200000,6300000,1700000,Rejected,48
4609,1,Graduate,Yes,4250000.0,30100000.0,20,634,1400000,200000,6800000,900000,Approved,53
4610,1,Graduate,No,3250000.0,18900000.0,20,345,100000,200000,3000000,4200000,Rejected,63
4611,3,Not Graduate,Yes,13250000.0,57400000.0,20,300,3800000,2700000,15400000,6100000,Rejected,68
4612,0,Not Graduate,Yes,6750000.0,36750000.0,20,300,1500000,100000,3800000,1300000,Rejected,51
4613,1,Not Graduate,Yes,19000000.0,75950000.0,20,300,11200000,1000000,27500000,10200000,Rejected,57
4614,4,Graduate,Yes,12750000.0,40600000.0,20,654,1400000,600000,20500000,3800000,Approved,66
4615,5,Not Graduate,No,14250000.0,49350000.0,20,300,18500000,8200000,17200000,3300000,Rejected,51
4616,5,Not Graduate,Yes,10750000.0,40250000.0,20,609,600000,4700000,6100000,3100000,Approved,44
4617,5,Graduate,Yes,11000000.0,50050000.0,20,300,4900000,2400000,13200000,2700000,Rejected,67
4618,2,Graduate,No,8250000.0,39200000.0,20,644,11000000,1900000,6100000,1600000,Approved,65
4619,2,Graduate,No,18500000.0,87150000.0,20,595,11200000,10100000,21700000,6000000,Approved,48
4620,4,Graduate,No,19250000.0,43050000.0,20,300,700000,3400000,22400000,6800000,Rejected,57
4621,3,Graduate,Yes,15000000.0,70000000.0,20,577,17700000,7000000,17200000,6400000,Approved,69
4622,5,Not Graduate,No,5000000.0,18200000.0,20,738,400000,1000000,2800000,1400000,Approved,41
4623,1,Not Graduate,No,16750000.0,50050000.0,20,486,5300000,8100000,17700000,5600000,Approved,51
4624,0,Graduate,No,12500000.0,33600000.0,20,300,7800000,1100000,9700000,2100000,Rejected,48
4625,0,Not Graduate,No,10500000.0,71050000.0,20,591,6500000,7800000,13600000,4500000,Approved,44
4626,2,Graduate,No,21750000.0,119000000.0,20,450,22100000,1800000,27100000,9800000,Approved,52
4627,1,Not Graduate,Yes,22250000.0,93800000.0,20,300,12100000,15200000,26100000,9400000,Rejected,69
4628,1,Graduate,No,500000.0,4900000.0,20,415,100000,1900000,500000,100000,Approved,63
4629,2,Graduate,No,9750000.0,36750000.0,20,684,300000,4700000,7100000,1700000,Approved,61
4630,5,Graduate,No,11250000.0,76300000.0,20,646,12700000,6400000,12300000,6900000,Approved,55
4631,1,Not Graduate,No,8750000.0,31850000.0,20,749,5300000,7000000,11600000,4400000,Approved,60
4632,4,Not Graduate,No,8750000.0,37100000.0,20,512,9100000,0,8000000,4100000,Approved,50
4633,1,Graduate,Yes,3250000.0,4550000.0,20,635,700000,200000,4300000,2100000,Approved,65
4634,5,Not Graduate,Yes,1750000.0,7350000.0,20,471,1100000,100000,1500000,1600000,Approved,59
4635,5,Graduate,No,22500000.0,107100000.0,20,401,11000000,7700000,30500000,8500000,Approved,49
4636,0,Not Graduate,No,3250000.0,37100000.0,20,300,7900000,400000,5600000,2800000,Rejected,57
4637,2,Graduate,Yes,24750000.0,136150000.0,20,653,24000000,18900000,38600000,14600000,Approved,48
4638,0,Not Graduate,No,5750000.0,47600000.0,20,372,1200000,4300000,7100000,1700000,Rejected,41
4639,2,Graduate,No,8500000.0,37800000.0,20,679,12100000,700000,5900000,3600000,Approved,43
4640,4,Not Graduate,Yes,12250000.0,43400000.0,20,300,6200000,1200000,8700000,3800000,Rejected,57
4641,0,Graduate,Yes,19250000.0,80850000.0,20,683,9900000,11000000,27900000,9700000,Approved,69
4642,3,Not Graduate,Yes,19000000.0,73500000.0,20,640,1600000,6100000,20500000,7600000,Approved,60
4643,5,Not Graduate,Yes,23000000.0,119000000.0,20,625,21900000,10700000,35600000,9100000,Approved,66
4644,3,Graduate,Yes,21000000.0,100450000.0,20,500,16200000,9800000,27800000,9900000,Approved,44
4645,4,Not Graduate,Yes,6750000.0,26950000.0,20,642,700000,3900000,4800000,1000000,Approved,57
4646,1,Graduate,No,5250000.0,18900000.0,20,362,200000,1100000,4600000,3700000,Rejected,45
